Practice Name,Veterinarian Name(s),Specialties,Address,City,State,ZIP Code,Phone,Email,Website,Certification Bodies,Species Treated,Practice Description,Year Established,Telehealth Available,Featured Listing,Latitude,Longitude,Slug,Image URL,Logo Image URL,Google Rating,Google Reviews,Google Place ID,Google Maps URL
Natural Veterinary Therapy,,Nutritional Therapy,26415 Carmel Rancho Boulevard,Carmel-by-the-Sea,CA,93923,(831) 655-0501,info@naturalveterinarytherapy.com,http://naturalveterinarytherapy.com/,DVM,Dogs|Cats,"Natural Veterinary Therapy is a holistic and integrative veterinary practice in Carmel-by-the-Sea, CA. The practice treats dogs and cats. Holistic and integrative services include Nutritional Therapy. It holds a 5-star rating across 11 Google reviews.",,,,36.5403575,-121.9044184,natural-veterinary-therapy,,,5,11,ChIJX6JXNADmjYARirN_caMwE74,https://www.google.com/maps/search/?api=1&query=Natural%20Veterinary%20Therapy&query_place_id=ChIJX6JXNADmjYARirN_caMwE74
Green Valley Animal Hospital,Dr. Dave Nichols,Nutritional Therapy,654 Blue Prince Rd,Bluefield,WV,24701,(304) 325-8081,gvah01@gmail.com,https://greenvalleyanimal.com,DVM,Cats,"Green Valley Animal Hospital is a full-service veterinary practice in Bluefield, WV that offers wellness exams, preventative care, surgical services including spays, neuters, soft tissue procedures, and dental cleanings, along with nutritional therapy. The practice provides comprehensive diagnostics and surgical care with advanced monitoring equipment, emphasizing pre-operative consultations and post-operative guidance for pet owners. With over 300 Google reviews and a 4.6-star rating, the hospital has served the local community for many years and treats cats.",,,,37.3093467,-81.1411618,green-valley-animal-hospital-bluefield-wv,,,4.6,356,ChIJm-eZcOI-TogRmjfVBOlo1XQ,https://www.google.com/maps/search/?api=1&query=Green%20Valley%20Animal%20Hospital&query_place_id=ChIJm-eZcOI-TogRmjfVBOlo1XQ
Sharon Center Veterinary Hospital,"Dr. Anna Huber, Dr. Gabriel Cordero, Dr. Greg Langdon, Dr. Jennifer Ziegman, Dr. Katelyn Applegate, Dr. Robert Nathan, Dr. Stephen Faust",Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Chiropractic | Homeopathy,2131 Sharon Copley Rd,Medina,OH,44256,13302391115,info@sharoncentervethospital.com,https://sharoncentervethospital.com,"AHVMA, DVM","Dogs, Cats, Horses, Exotics","Sharon Center Veterinary Hospital in Medina, OH provides comprehensive care for dogs, cats, horses, and exotic pets including reptiles, birds, and small mammals. The practice integrates multiple modalities alongside conventional medicine, offering acupuncture, chiropractic care, nutritional therapy, physical therapy and rehabilitation, and homeopathy as part of their progressive treatment approach. The hospital emphasizes total patient health and quality of life through both medical and surgical care, with diagnostic capabilities including in-house laboratory, radiology, and ultrasound, and is affiliated with the American Holistic Veterinary Medical Association.",,,,41.10058,-81.763969,sharon-center-veterinary-hospital-medina-ohio,,https://sharoncentervethospital.com/wp-content/uploads/2022/07/Sharon-Center-logo-placeholder-230px-1.jpg,4.8,472,ChIJRfZAfNzOMIgRsdWcTMah7Qw,https://www.google.com/maps/search/?api=1&query=Sharon%20Center%20Veterinary%20Hospital&query_place_id=ChIJRfZAfNzOMIgRsdWcTMah7Qw
Winchester Animal Hospital,"Dr. Mautone, Dr. Rankin, Dr. Tedrow",Nutritional Therapy | Physical Therapy/Rehabilitation | Laser Therapy,901 N Loudoun St,Winchester,VA,22601,15406670260,info@winchesterpet.com,https://www.winchesterpet.com,DVM,"Dogs, Cats, Horses","Winchester Animal Hospital is a holistic and integrative veterinary practice in Winchester, VA. The practice treats dogs, cats, and horses. Holistic and integrative services include Nutritional Therapy, Physical Therapy and Rehabilitation, and Laser Therapy. It holds a 4.6-star rating across 307 Google reviews.",,,,39.2006719,-78.1560733,winchester-animal-hospital-winchester-virginia,,,4.6,307,ChIJtfgZUs3vtYkRfyZkc8AKAlc,https://www.google.com/maps/search/?api=1&query=Winchester%20Animal%20Hospital&query_place_id=ChIJtfgZUs3vtYkRfyZkc8AKAlc
Integrative Veterinary Rehabilitation & Sports Medicine – Hanover Park,Dr. Arlene,Acupuncture | Physical Therapy/Rehabilitation | Chiropractic | Laser Therapy,1920 Ontarioville Road,Hanover Park,IL,60133,(630) 540-2660,info@hanoverparkvet.com,http://www.integrativeveterinaryrehabilitationsportsmedicine.com/,"CVA, DVM","Dogs, Cats","This Hanover Park facility specializes in comprehensive rehabilitation and sports medicine for dogs and cats, offering acupuncture, physical therapy, chiropractic care, and laser therapy in a fully equipped setting. The practice develops customized treatment programs following a thorough evaluation that includes physical examination, gait analysis, and pain assessment. Sessions incorporate multiple modalities such as hydrotherapy, therapeutic ultrasound, neuromuscular electrical stimulation, massage, and therapeutic exercise, with treatment duration and protocols adjusted based on individual patient response.",,,,41.9877571,-88.1503974,integrative-veterinary-rehabilitation-sports-medicine-hanover-park-hanover-park-il,,https://images.ctfassets.net/rt5zmd3ipxai/4QJszye48B8CVfuOp9tRfk/e9b163139232c8d792fe256a7f2e7465/Integrative_Veterinary_Rehabilitation_and_Sports_Medicine-HeaderLogo.https___sitecreator.nvacommunity.com_Content_images_202.png?fit=pad&fm=webp&h=117&w=198&q=100,4.6,37,ChIJcySZ7PSpD4gRErbnDI3Pqbc,https://www.google.com/maps/search/?api=1&query=Integrative%20Veterinary%20Rehabilitation%20%26%20Sports%20Medicine%20%E2%80%93%20Hanover%20Park&query_place_id=ChIJcySZ7PSpD4gRErbnDI3Pqbc
Critter Care Animal Hospital,Dr Amna Plummer,Nutritional Therapy,13040 Dairy Ashford Rd,Sugar Land,TX,77478,(281) 494-7700,jiannone@crittercarevet.net,http://crittercareonline.com,DVM,"Dogs, Cats, Horses","Critter Care Animal Hospital in Sugar Land provides veterinary care for dogs, cats, horses, and rabbits, combining holistic approaches with traditional methods. The practice, staffed by Dr. Plummer and Dr. Carmen, emphasizes personalized care tailored to each animal's individual needs and incorporates nutritional therapy as part of its service offerings. Beyond primary veterinary care, the hospital offers boarding, grooming, and orthopedic services, along with modern diagnostic technology to support comprehensive animal health management.",,,,29.6279642,-95.6026491,critter-care-animal-hospital-sugar-land-tx,,https://web6q.lifelearn.com/crittercareah2023/wp-content/uploads/sites/1103/2020/04/logo-with-white.jpg,4.7,423,ChIJMzCIZqrnQIYRm-qNdzat6PI,https://www.google.com/maps/search/?api=1&query=Critter%20Care%20Animal%20Hospital&query_place_id=ChIJMzCIZqrnQIYRm-qNdzat6PI
Jordan Creek Animal Hospital,"Dr. Anne Kueter, Dr. Cody Mingus, Dr. Daniel Whitney, Dr. David Whitney, Dr. Dr Rachel Varley, Dr. Emily Baughman, Dr. Leah Moore, Dr. Wendy Johnson",Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Herbal Medicine,3401 EP True Pkwy,West Des Moines,IA,50265,15152249500,,http://www.jordancreekanimalhospital.com,,"Dogs, Cats, Horses, Exotics","Jordan Creek Animal Hospital is a holistic and integrative veterinary practice in West Des Moines, IA. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Acupuncture, Nutritional Therapy, Physical Therapy and Rehabilitation, and Herbal Medicine. It holds a 4.7-star rating across 210 Google reviews.",,,,41.5705863,-93.7507307,jordan-creek-animal-hospital-west-des-moines-iowa,,https://jcahpets.com/wp-content/uploads/2021/04/logo-1.png,4.7,210,ChIJsx-McHog7IcREEEpWh_Hrb4,https://www.google.com/maps/search/?api=1&query=Jordan%20Creek%20Animal%20Hospital&query_place_id=ChIJsx-McHog7IcREEEpWh_Hrb4
JoyLoy Veterinary Services,Dr. Carol Lloyd,Homeopathy,9 Cam Vega,Tijeras,NM,87059,15052862608,joyloy.vet@gmail.com,http://www.joyloyvet.com,,Cats,"JoyLoy Veterinary Services is a holistic and integrative veterinary practice in Tijeras, NM. The practice treats cats. Holistic and integrative services include Homeopathy. It holds a 4.5-star rating across 137 Google reviews.",,,,35.0130114,-106.2672259,joyloy-veterinary-services-tijeras-new-mexico,,,4.5,137,ChIJ6XDrZjq6GIcRPq5O6o8Zn0I,https://www.google.com/maps/search/?api=1&query=JoyLoy%20Veterinary%20Services&query_place_id=ChIJ6XDrZjq6GIcRPq5O6o8Zn0I
Priest Lake Veterinary Hospital - Nashville Veterinarian,"Dr. Herbert Mc, Dr. Kopp",Nutritional Therapy,2445 Morris Gentry Bv,Antioch,TN,37013,16153614646,info@priestlakevet.com,http://www.priestlakevet.com,,"Dogs, Cats, Exotics","Priest Lake Veterinary Hospital - Nashville Veterinarian is a holistic and integrative veterinary practice in Antioch, TN. The practice treats dogs, cats, and exotics. Holistic and integrative services include Nutritional Therapy. It holds a 4.6-star rating across 538 Google reviews.",,,,36.0661087,-86.633635,priest-lake-veterinary-hospital-nashville-veterinarian-antioch-tennessee,,,4.6,538,ChIJl9722bttZIgRBqJJCZdNH-Y,https://www.google.com/maps/search/?api=1&query=Priest%20Lake%20Veterinary%20Hospital%20-%20Nashville%20Veterinarian&query_place_id=ChIJl9722bttZIgRBqJJCZdNH-Y
"Stein, DVM Marsha","Dr. Frank Stein, Dr. Marsha Stein",Nutritional Therapy,9806 FM2155,Somerville,TX,77879,19792723894,statevet11@gmail.com,http://www.snookvetclinic.com,DVM,"Dogs, Cats, Horses, Exotics","Stein, DVM Marsha is a holistic and integrative veterinary practice in Somerville, TX. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Nutritional Therapy. It holds a 5-star rating across 6 Google reviews.",,,,30.493854,-96.4709912,stein-dvm-marsha-somerville-texas,,https://cdcssl.ibsrv.net/ibimg/smb/339x110_80/webmgr/0a/b/c/5a58f87f0da3c_snooklogowhite.png.webp?520beb9e1c7d7212159229fff70d2035,5,6,ChIJBzcAmO4mRIYRjf2dmpWCmdk,https://www.google.com/maps/search/?api=1&query=Stein%2C%20DVM%20Marsha&query_place_id=ChIJBzcAmO4mRIYRjf2dmpWCmdk
"Premier Equine Veterinary Service, LLC","Dr. Alison Powers, Dr. Bridgette Peal, Dr. Kathleen Kelly, Dr. Katie Coleman, Dr. Katyana Palafox",Acupuncture | Physical Therapy/Rehabilitation | Chiropractic | Laser Therapy,16935 W Bruce Rd,Lockport,IL,60441,18888600244,office@vetpremier.com,http://www.premierequinevetservice.com,DVM,"Dogs, Cats, Horses","Premier Equine Veterinary Service in Lockport, IL offers mobile equine care with over a decade of experience, providing emergency services 24/7 including treatment for colic, lacerations, lameness, and dystocia. The practice delivers laser therapy, shockwave therapy, joint injections, equine dentistry, and vaccinations for horses, with all emergency calls handled directly by veterinarians on staff. While the website emphasizes equine focus, the structured data indicates the practice also treats dogs and cats and offers acupuncture, physical therapy and rehabilitation, and chiropractic services.",,,,41.5669872,-88.029727,premier-equine-veterinary-service-llc-lockport-illinois,,https://www.premierequinevetservice.com/wp-content/uploads/2019/04/lemont-il-mobile-equine-veterinarian.jpg,4.6,20,ChIJzVZRpVpDDogRGrYPIGaFrzQ,https://www.google.com/maps/search/?api=1&query=Premier%20Equine%20Veterinary%20Service%2C%20LLC&query_place_id=ChIJzVZRpVpDDogRGrYPIGaFrzQ
Animal Medical Clinic,Dr. Whitney Janzen,Nutritional Therapy,111 West Shields Avenue,Fresno,CA,93705,(559) 227-3541,info@animalmedfresno.com,http://www.animalmedfresno.com/,DVM,Dogs|Cats,"Animal Medical Clinic in Fresno has served the community since 1975 and currently operates under ownership established in 2014, treating dogs and cats with services including wellness exams, vaccinations, surgical procedures, dental care, allergy testing, and nutritional therapy through prescription diet and healthy feeding plans. Dr. Whitney Janzen, who earned her DVM from Purdue University in 2015, leads a team of eight staff members including certified veterinary technicians. The practice emphasizes affordability and client education while maintaining current knowledge of veterinary advancements and techniques.",,,,36.779113,-119.813435,animal-medical-clinic,,"https://static.wixstatic.com/media/c65940_6dd1ba2684444dd48ed89cdb30127635.jpg/v1/fit/w_2500,h_1330,al_c/c65940_6dd1ba2684444dd48ed89cdb30127635.jpg",4.8,238,ChIJ103XXA1nlIAR9wJKqvrsYa4,https://www.google.com/maps/search/?api=1&query=Animal%20Medical%20Clinic&query_place_id=ChIJ103XXA1nlIAR9wJKqvrsYa4
Pawsitive Wellness Veterinary Care LLC,Dr. Kirstin Hewitt,Nutritional Therapy,2759 Shadow View Drive,Eugene,OR,97408,(541) 515-6789,info@pawswellvet.com,https://pawswellvet.com/,DVM,Cats|Dogs,"Pawsitive Wellness Veterinary Care LLC is a locally owned, AAHA-accredited practice in Eugene, Oregon that treats cats and dogs with an individualized approach grounded in Western veterinary medicine. The practice incorporates integrative options including nutritional therapy and maintains referral relationships with specialists offering acupuncture and chiropractic care. Founded by two veterinarians with complementary backgrounds and years of professional experience, the clinic emphasizes personalized care plans tailored to each pet's physical, emotional, and lifestyle needs. Comprehensive services include allergy testing, dental care, dermatology, cancer treatment, cardiology, behavior services, and care throughout all life stages.",,,,44.0929984,-123.0598212,pawsitive-wellness-veterinary-care-llc,,https://pawswellvet.com/sites/default/files/theme/veterinarian-in-eugene_1.png,4.6,210,ChIJ30vAWjfiwFQRiyIDlX4ei00,https://www.google.com/maps/search/?api=1&query=Pawsitive%20Wellness%20Veterinary%20Care%20LLC&query_place_id=ChIJ30vAWjfiwFQRiyIDlX4ei00
Waterloo Veterinary Care,"Dr. Kristi Orchard, Dr. Ruth Clark",Nutritional Therapy,801 Canal Rd,Waterloo,WI,53594,19204783234,orchard@waterloovetcare.com,http://www.waterloovetcare.com,DVM,"Dogs, Cats, Horses, Exotics","Waterloo Veterinary Care is a holistic and integrative veterinary practice in Waterloo, WI. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Nutritional Therapy. It holds a 4.7-star rating across 126 Google reviews.",,,,43.1816607,-89.0024003,waterloo-veterinary-care-waterloo-wisconsin,,https://cdcssl.ibsrv.net/ibimg/smb/205x98_80/webmgr/03/i/j/Webp.png.webp?d50d1864215bec59463824483805e117,4.7,126,ChIJvdIMwuiJBogRiuh12Qc2-_Y,https://www.google.com/maps/search/?api=1&query=Waterloo%20Veterinary%20Care&query_place_id=ChIJvdIMwuiJBogRiuh12Qc2-_Y
Healing Touch Veterinary Wellness Center,Dr. Audra MacCorkle,Acupuncture|Herbal Medicine|Nutritional Therapy,19501 Ventura Boulevard,Los Angeles,CA,91356,(818) 453-8911,info@healingtouchvets.com,http://www.healingtouchvets.com/,DVM,Dogs|Cats,"Healing Touch Veterinary Wellness Center is a holistic and integrative veterinary practice in Los Angeles, CA. The practice treats dogs and cats. Holistic and integrative services include Acupuncture, Herbal Medicine, and Nutritional Therapy. It holds a 4.4-star rating across 98 Google reviews.",,,,34.1729286,-118.5579796,healing-touch-veterinary-wellness-center,,https://healingtouchvets.com/wp-content/uploads/2023/08/HealingTouchVetslogo-1920.png,4.4,98,ChIJb8EZ1c-XwoAR_d0SZjjvd8k,https://www.google.com/maps/search/?api=1&query=Healing%20Touch%20Veterinary%20Wellness%20Center&query_place_id=ChIJb8EZ1c-XwoAR_d0SZjjvd8k
"Head to Tail Animal Chiropractic - Alissa Grover, DC, CAC","Dr. Ali, Dr. Alissa Grover",Nutritional Therapy | Chiropractic,724 W 500 S Suite-100,West Bountiful,UT,84087,18016831212,,http://www.headtotailchiro.com,,"Dogs, Cats, Horses","Head to Tail Animal Chiropractic, operated by Dr. Alissa Grover (DC, CAC), has served Utah's animal community since 2013. The practice offers chiropractic care and nutritional therapy for dogs, cats, horses, and other animals, with Dr. Grover bringing nine years of experience working in small and large animal settings. The practice addresses conditions including joint problems, lameness, intervertebral disc disease, TMJ disorders, and behavioral changes through spinal adjustments intended to optimize nervous system function. Dr. Grover collaborates with other animal health professionals including veterinarians, acupuncturists, massage therapists, and physical therapists.",,,,40.8844476,-111.8994627,head-to-tail-animal-chiropractic-alissa-grover-dc-cac-west-bountiful-utah,,http://www.utahanimalchiropractor.com/uploads/1/7/4/2/17426565/editor/alissa-logo-long-final-png.png?1633410169,5,29,ChIJkYtX4mj3UocRKDEY4PGqZGA,https://www.google.com/maps/search/?api=1&query=Head%20to%20Tail%20Animal%20Chiropractic%20-%20Alissa%20Grover%2C%20DC%2C%20CAC&query_place_id=ChIJkYtX4mj3UocRKDEY4PGqZGA
"Paws in Balance, LLC",Dr. Carrie Crouse,Acupuncture | Nutritional Therapy | Chiropractic,808 High St #6,Worthington,OH,43085,16144500302,,http://www.pawsinbalancevet.com,"CVA, DVM",,"Paws in Balance offers acupuncture, chiropractic care, and herbal and nutritional therapies with a focus on whole-body health. The practice works collaboratively with clients' primary veterinarians to integrate these modalities into comprehensive treatment plans. Initial consultations include thorough history review and personalized exam findings to guide individualized treatment recommendations, with therapy often beginning during the first visit.",,,,40.0903855,-83.0175402,paws-in-balance-llc-worthington-ohio,,http://www.pawsinbalancevet.com/uploads/1/1/1/3/111301153/editor/31828-logo-new-final-04_5.png?1578496304,5,1,ChIJRYWO-ciMOIgROEqIi4zitRo,https://www.google.com/maps/search/?api=1&query=Paws%20in%20Balance%2C%20LLC&query_place_id=ChIJRYWO-ciMOIgROEqIi4zitRo
Lehigh Valley Animal Hospital,Dr Hersh,Laser Therapy,6350 Tilghman St,Allentown,PA,18106,(610) 395-0328,lehighvalley@yourvetdoc.com,http://lvahallentown.com,DVM,"Dogs, Cats","Lehigh Valley Animal Hospital in Allentown provides veterinary care for dogs and cats, offering laser therapy as part of their treatment options. The practice emphasizes preventive wellness exams and lifetime health management, with veterinarians focused on detecting issues early including cardiac problems, tumors, organ abnormalities, cataracts, infections, dental disease, and skin conditions. The hospital prioritizes client education about pet health throughout all life stages and maintains a compassionate, professional approach to care.",,,,40.5896609,-75.5994607,lehigh-valley-animal-hospital-allentown-pa,,http://lvahallentown.com/uploads/SiteAssets/444/images/Allentown-PA-Logo-335px.png,4.5,196,ChIJy2opl2wxxIkRV3mezHFjlTQ,https://www.google.com/maps/search/?api=1&query=Lehigh%20Valley%20Animal%20Hospital&query_place_id=ChIJy2opl2wxxIkRV3mezHFjlTQ
Jefferson Animal Hospital & Regional Emergency Center,"Dr. Andrew Kiser, Dr. Jake Keel, Dr. Julia Hoskinson, Dr. Katie Nau, Dr. Ken Isherwood, Dr. Linda Sayre, Dr. Patricia Kennedy, Dr. Rebecca Shumar, Dr. Sarah Cheever, Dr.¬†Julia Hoskinson",Nutritional Therapy,4504 Outer Loop,Louisville,KY,40219,15029664104,,http://jeffersonanimalhospitals.com,,"Dogs, Cats","Jefferson Animal Hospital & Regional Emergency Center operates as a 24-hour, 365-day emergency and routine care facility in Louisville, Kentucky that has continuously provided veterinary services since 1978. The practice serves dogs and cats from a four-state region and offers comprehensive diagnostic and treatment capabilities including surgery, laboratory testing, ultrasound, endoscopy, radiology, chemotherapy, dentistry, and intensive care with round-the-clock patient monitoring. The hospital maintains AAHA certification and provides nutritional therapy as part of its treatment options, with a clinical philosophy emphasizing the importance of continuous care for patients requiring extended support such as those with diabetes, liver disease, or kidney failure.",,,,38.137803,-85.6784125,jefferson-animal-hospital-regional-emergency-center-louisville-kentucky,,https://jeffersonanimalhospitals.com/wp-content/uploads/2024/03/24hr-emergency-trauma-center.png,3.2,580,ChIJ1akGuU4JaYgRK2SZbl4LYpY,https://www.google.com/maps/search/?api=1&query=Jefferson%20Animal%20Hospital%20%26%20Regional%20Emergency%20Center&query_place_id=ChIJ1akGuU4JaYgRK2SZbl4LYpY
Town and Country Veterinary Clinic,Dr. Burke About,Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Herbal Medicine | Traditional Chinese Veterinary Medicine,811 Disk Dr #8,Rapid City,SD,57701,(605) 348-9399,townandcountry.vet.sd@gmail.com,http://www.townandcountryvetsd.com,DVM,"Dogs, Cats, Horses, Exotics","Town and Country Veterinary Clinic is a mobile veterinary practice serving the Black Hills area that offers acupuncture, nutritional therapy, physical therapy and rehabilitation, herbal medicine, and traditional Chinese veterinary medicine for dogs, cats, horses, and exotic animals. The clinic, led by Dr. Burke, provides comprehensive wellness exams, puppy care, blood work and laboratory diagnostics, and preventative medicine tailored to each patient's age and health status. The practice emphasizes partnership with clients to develop individualized health management plans and early disease detection for optimal long-term outcomes.",,,,44.10717,-103.2277457,town-and-country-veterinary-clinic-rapid-city-sd,,https://townandcountryvetsd.com/wp-content/uploads/2022/01/logo2-1.png,5,36,ChIJXyj8r9JcfYcRup2EHIFhrME,https://www.google.com/maps/search/?api=1&query=Town%20and%20Country%20Veterinary%20Clinic&query_place_id=ChIJXyj8r9JcfYcRup2EHIFhrME
California Pet Acupuncture and Wellness,"Dr. Patrick Mahaney, VMD, CVA, CVJ",Acupuncture|Traditional Chinese Veterinary Medicine|Herbal Medicine|Nutritional Therapy,,West Hollywood,CA,90069,,patrickmahaneyvet@gmail.com,https://www.patrickmahaney.com,IVAS,Dogs|Cats,"California Pet Acupuncture and Wellness is a house-call veterinary practice in West Hollywood serving dogs and cats across the Los Angeles area, including Beverly Hills, Brentwood, and Santa Monica. Dr. Patrick Mahaney integrates Western veterinary medicine with Traditional Chinese Veterinary Medicine, offering acupuncture (needle and laser), herbal medicine, nutritional therapy, and diagnostic services during in-home consultations. The practice addresses conditions including arthritis, chronic skin allergies, gastrointestinal concerns, and post-vaccination reactions through a personalized approach that includes detailed medical history review, dietary consultation, and individualized treatment planning.",,,,,,california-pet-acupuncture-and-wellness,,https://www.patrickmahaney.com/sites/default/files/theme/logo-new_1.jpg,4.8,48,ChIJQX_WoGxL3YARiY4ftXElvc8,https://www.google.com/maps/search/?api=1&query=Integrative%20Pet%20Wellness%20Center&query_place_id=ChIJQX_WoGxL3YARiY4ftXElvc8
Holistic Veterinary Options,"Dr. Michelle, Dr. Michelle Krusing, Dr. Michelle Weidenkopf, Dr. Weidenkopf Follow",Acupuncture | Nutritional Therapy | Chiropractic | Herbal Medicine | Laser Therapy,502 Atlas Avenue,Madison,WI,53714,(608) 432-2522,,http://www.holisticveterinaryoptions.com/,DVM,"Dogs, Cats, Horses","Holistic Veterinary Options in Madison combines conventional veterinary medicine with integrative therapies including acupuncture, chiropractic care, herbal medicine, nutritional therapy, and laser therapy for dogs and cats. The practice addresses chronic conditions such as allergies, arthritis, digestive problems, anxiety, and autoimmune disease, offering individualized treatment plans that extend beyond medication alone. Services include wellness exams, diagnostics, dental care, surgery, and specialized procedures like fecal microbiome transfer and hair tissue mineral analysis. The clinic operates as a Fear-Free-style practice with one-on-one appointment scheduling to support thorough, personalized care.",,,,43.0901404,-89.3125759,holistic-veterinary-options-madison-wi,,http://holisticveterinaryoptions.com/cdn/shop/files/New_HVO_logo_with_text.jpg?v=1694103438&width=600,5,34,ChIJKzH_T4lUBogR6XT2m_GwYTU,https://www.google.com/maps/search/?api=1&query=Holistic%20Veterinary%20Options&query_place_id=ChIJKzH_T4lUBogR6XT2m_GwYTU
Whiskers Holistic Pet Care,"Dr Marty Pet, Dr. Martin Goldstein",Nutritional Therapy | Homeopathy,235 East 9th Street,New York,NY,10003,(212) 979-2532,whiskersholisticpetcare@gmail.com,http://www.1800whiskers.com/,DVM,"Dogs, Cats","Whiskers Holistic Pet Care, operating since 1988, is a retail practice in New York serving dogs and cats through nutritional therapy and homeopathic consultations. The practice emphasizes preventive care and works with pet owners to identify appropriate products and alternative modalities, offering both in-store consultations at no charge and phone evaluations with staff advisors who have over 35 years of combined experience, though they note they do not prescribe medications or make diagnoses.",,,,40.7294372,-73.9875511,whiskers-holistic-pet-care-new-york-ny,,https://www.1800whiskers.com/wp-content/uploads/2021/10/web-logo.png,4.7,303,ChIJe_gvbJxZwokRlOKej055-j8,https://www.google.com/maps/search/?api=1&query=Whiskers%20Holistic%20Pet%20Care&query_place_id=ChIJe_gvbJxZwokRlOKej055-j8
Holistic Pet Care Center,Dr. Roach,Acupuncture | Chiropractic | Laser Therapy | Nutritional Therapy,801 N Air Depot Blvd,Midwest City,OK,73110,405-605-6675,hpccokstaff@gmail.com,https://www.holisticpetcarecenter.com/,DVM,Dogs & Cats,"Holistic Pet Care Center in Midwest City integrates Western veterinary medicine with Eastern healing approaches such as acupuncture, chiropractic care, laser therapy, and nutritional therapy for dogs and cats. Dr. Marshall and Dr. Roach lead the practice with Fear Free and Feline Friendly certifications, emphasizing stress-reduction techniques and individualized care plans. The practice addresses conditions including joint pain, mobility issues, and digestive concerns, drawing on modalities such as acupuncture, Chinese herbal medicine, and specialized dietary interventions. The practice operates as a family-owned business focused on combining diagnostic precision with holistic treatment options.",,,,35.4750698,-97.4068906,holistic-veterinary-acupuncture-herbal-chiropractic-tulsa-ok,,"https://static.wixstatic.com/media/91f07d_8aaf92bdb126491c93dfe8082dfcb120~mv2.png/v1/fill/w_166,h_69,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/certificate-logos-CF-2023_edited.png",4.7,78,ChIJ8WsT3zYWsocRER2bjKP2ZMo,https://www.google.com/maps/search/?api=1&query=Holistic%20Pet%20Care%20Center%20of%20Oklahoma&query_place_id=ChIJ8WsT3zYWsocRER2bjKP2ZMo
Bush Veterinary Neurology Service (BVNS) - Rockville,Dr. Bush,Acupuncture,1 Taft Ct,Rockville,MD,20850,(301) 637-4248,dianalvt@live.com,https://www.bvns.net,"CVA, DVM, VMD",Cats,"Bush Veterinary Neurology Service in Rockville specializes in veterinary neurology and neurosurgery for cats, offering both emergency interventions and ongoing medical management of neurological conditions. The practice is led by Board-Certified Veterinary Neurologists with advanced training in treating complex neurological diseases. While the practice's primary focus is neurology rather than integrative modalities, it employs acupuncture as part of its treatment approach and has been operating since 2004.",2004,,,39.0943831,-77.1306593,bush-veterinary-neurology-service-bvns-rockville-rockville-md,,https://images.ctfassets.net/rt5zmd3ipxai/49SgrcjKnYteXxeKuffuZw/c5f88c1812521da9a9ac692fb6844e6f/Bush_Veterinary_Neurology_Service__BVNS_-HeaderLogo.https___sitecreator.nvacommunity.com_Content_images_202408282239377088JO.png?fit=pad&fm=webp&h=117&w=198&q=100,4.9,171,ChIJdSobL4zNt4kRdvFB0_vw-Ps,https://www.google.com/maps/search/?api=1&query=Bush%20Veterinary%20Neurology%20Service%20%28BVNS%29%20-%20Rockville&query_place_id=ChIJdSobL4zNt4kRdvFB0_vw-Ps
Advanced Animal Care Hospital,Dr. Elena,Nutritional Therapy,8800 W Charleston Blvd # 6,Las Vegas,NV,89117,17022284711,,http://advancedanimalcarehospital.com,,Cats,"Advanced Animal Care Hospital in Las Vegas provides full-service veterinary care for cats, incorporating nutritional therapy as part of their treatment approach. The practice emphasizes competitive pricing and professional guidance alongside their core medical services, with an online pharmacy offering discounts and free shipping. Operating Monday through Friday mornings and Saturday mornings, the hospital prioritizes pet health and safety while treating animals as family members.",,,,36.1614695,-115.2890492,advanced-animal-care-hospital-las-vegas-nevada,,http://advancedanimalcarehospital.com/wp-content/uploads/2017/05/logo-e1424818254138.jpg,4.7,533,ChIJV3IELYC_yIARmWd_NnJGG6I,https://www.google.com/maps/search/?api=1&query=Advanced%20Animal%20Care%20Hospital&query_place_id=ChIJV3IELYC_yIARmWd_NnJGG6I
Premier Veterinary Hospital,Dr. Hogue,Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Laser Therapy,7900 S Broadway Ave,Tyler,TX,75703,(903) 617-6072,info@premierveterinaryhospital.com,http://www.premierveterinaryhospital.com,"CVA, DVM","Dogs, Cats, Horses","Premier Veterinary Hospital in Tyler, TX provides acupuncture, nutritional therapy, physical therapy and rehabilitation, and laser therapy for dogs, cats, and horses. Led by a veterinarian with certification in acupuncture, the practice emphasizes strengthening the human-animal bond through comprehensive, current veterinary care. Operating since 2012, the hospital has earned strong community recognition for its professional staff and thorough approach to pet health.",2012,,,32.2631597,-95.3069313,premier-veterinary-hospital-tyler-tx,,http://www.premierveterinaryhospital.com/wp-content/uploads/2016/02/logo-and-info-high-resolution-e1454700478421.png,4.8,589,ChIJKeZyqYbMSYYRKdbQY2xgnKk,https://www.google.com/maps/search/?api=1&query=Premier%20Veterinary%20Hospital&query_place_id=ChIJKeZyqYbMSYYRKdbQY2xgnKk
